ts(s)	uout	yout	wP	wI	wD	e
          1.769      -0.024122        0.35899       0.099995        0.10184        0.10002     -0.0027335
           1.77      -0.024391        0.35749       0.099995        0.10184        0.10002     -0.0026967
          1.771      -0.024657        0.35598       0.099995        0.10184        0.10002     -0.0026599
          1.772      -0.024919        0.35448       0.099995        0.10184        0.10002     -0.0026231
          1.773      -0.025177        0.35297       0.099995        0.10184        0.10002     -0.0025861
          1.774      -0.025431        0.35146       0.099995        0.10184        0.10002     -0.0025492
          1.775      -0.025682        0.34996       0.099995        0.10184        0.10002     -0.0025122
          1.776      -0.025929        0.34845       0.099995        0.10184        0.10002     -0.0024752
          1.777      -0.026172        0.34693       0.099995        0.10184        0.10002     -0.0024381
          1.778      -0.026411        0.34542       0.099995        0.10184        0.10002      -0.002401
          1.779      -0.026647        0.34391       0.099995        0.10184        0.10002     -0.0023639
           1.78      -0.026879         0.3424       0.099995        0.10184        0.10002     -0.0023268
          1.781      -0.027107        0.34088       0.099995        0.10184        0.10002     -0.0022895
          1.782      -0.027331        0.33937       0.099995        0.10184        0.10002     -0.0022523
          1.783      -0.027551        0.33785       0.099995        0.10184        0.10002     -0.0022151
          1.784      -0.027768        0.33634       0.099995        0.10184        0.10002     -0.0021778
          1.785      -0.027981        0.33482       0.099995        0.10184        0.10002     -0.0021406
          1.786       -0.02819         0.3333       0.099995        0.10184        0.10002     -0.0021033
          1.787      -0.028396        0.33178       0.099995        0.10184        0.10002      -0.002066
          1.788      -0.028597        0.33026       0.099995        0.10184        0.10002     -0.0020286
          1.789      -0.028795        0.32874       0.099995        0.10184        0.10002     -0.0019913
           1.79      -0.028989        0.32722       0.099995        0.10184        0.10002      -0.001954
          1.791      -0.029179         0.3257       0.099995        0.10184        0.10002     -0.0019166
          1.792      -0.029366        0.32417       0.099995        0.10184        0.10002     -0.0018792
          1.793      -0.029549        0.32265       0.099995        0.10184        0.10002     -0.0018418
          1.794      -0.029728        0.32113       0.099995        0.10184        0.10002     -0.0018045
          1.795      -0.029903         0.3196       0.099995        0.10184        0.10002     -0.0017671
          1.796      -0.030074        0.31807       0.099995        0.10184        0.10002     -0.0017297
          1.797      -0.030242        0.31655       0.099995        0.10184        0.10002     -0.0016924
          1.798      -0.030405        0.31502       0.099995        0.10184        0.10002      -0.001655
          1.799      -0.030565        0.31349       0.099995        0.10184        0.10002     -0.0016176
            1.8      -0.030722        0.31196       0.099995        0.10184        0.10002     -0.0015802
          1.801      -0.030874        0.31043       0.099995        0.10184        0.10002     -0.0015429
          1.802      -0.031023         0.3089       0.099995        0.10184        0.10002     -0.0015056
          1.803      -0.031168        0.30737       0.099995        0.10184        0.10002     -0.0014682
          1.804      -0.031309        0.30583       0.099995        0.10184        0.10002     -0.0014309
          1.805      -0.031446         0.3043       0.099995        0.10184        0.10002     -0.0013936
          1.806       -0.03158        0.30277       0.099995        0.10184        0.10002     -0.0013564
          1.807       -0.03171        0.30123       0.099995        0.10184        0.10002     -0.0013191
          1.808      -0.031836         0.2997       0.099995        0.10184        0.10002     -0.0012819
          1.809      -0.031958        0.29816       0.099995        0.10184        0.10002     -0.0012447
           1.81      -0.032076        0.29663       0.099995        0.10184        0.10002     -0.0012076
          1.811      -0.032191        0.29509       0.099995        0.10184        0.10002     -0.0011704
          1.812      -0.032302        0.29355       0.099995        0.10184        0.10002     -0.0011333
          1.813       -0.03241        0.29201       0.099995        0.10184        0.10002     -0.0010962
          1.814      -0.032513        0.29047       0.099995        0.10184        0.10002     -0.0010592
          1.815      -0.032613        0.28893       0.099995        0.10184        0.10002     -0.0010222
          1.816      -0.032709        0.28739       0.099995        0.10184        0.10002    -0.00098521
          1.817      -0.032801        0.28585       0.099995        0.10184        0.10002    -0.00094828
